"Namn","Pris","Volym","Varugrupp","Typ","Stil","PrisPerLiter","Producent","Ursprunglandnamn","Alkoholhalt","year","SortimentText"
"Närke Slättöl - Pale Ale",31.5,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",63,"Närke Kulturbryggeri","Sverige","4.90%",2016,"Lokalt och småskaligt"
"Stigbergets West Coast - India Pale Ale",29.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",90,"Stigbergets Bryggeri","Sverige","6.50%",2016,"Ordinarie sortiment"
"Dugges Easter Lager",19.7,330,"Öl","Mörk lager","",59.7,"Dugges Bryggeri AB","Sverige","5.60%",2016,"Säsongsdrycker"
"Frequency - Oatmeal Porter",24.5,330,"Öl","Porter och stout","",74.24,"The Nils Oscar Company","Sverige","6.10%",2016,"Säsongsdrycker"
"Barlingbo Hynen",19.7,330,"Öl","Annan öl","",59.7,"Barlingbo Bryggeri","Sverige","4.50%",2016,"Säsongsdrycker"
"Dugges - Easter Porter",19.7,330,"Öl","Porter och stout","",59.7,"Dugges Bryggeri AB","Sverige","4.50%",2016,"Säsongsdrycker"
"Rådanäs Ekologiska Saison",28.9,330,"Öl","Ale belgisk stil","Saison",87.58,"Rådanäs Bryggeri AB","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Jämtlands Bärnsten - Ljus Lager",19.9,330,"Öl","Mellanmörk lager","Märzen och wienerstil",60.3,"Jämtlands Bryggeri AB","Sverige","5.00%",2016,"Ordinarie sortiment"
"Jämtlands - India Pale Ale",20.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",63.33,"Jämtlands Bryggeri AB","Sverige","5.50%",2016,"Ordinarie sortiment"
"Hönöbryggeriet - American Pale Ale",29,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",87.88,"Hönöbryggeriet","Sverige","5.30%",2016,"Lokalt och småskaligt"
"Martha Krieger - Spitzenpilsner",19.1,330,"Öl","Ljus lager","Pilsner - tysk stil",57.88,"Riedenburger Brauhaus","Tyskland","4.70%",2016,"Övrigt sortiment"
"Öland Pale Ale",24.3,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",73.64,"Kackelstugan AB","Sverige","4.90%",2016,"Lokalt och småskaligt"
"Brooklyn - Scorcher IPA",19.9,355,"Öl","Ale brittisk-amerikansk stil","Session IPA",56.06,"Brooklyn Brewery","USA","4.50%",2016,"Övrigt sortiment"
"Flensburger - Pilsener",20.3,330,"Öl","Ljus lager","Pilsner - tysk stil",61.52,"Flensburger Brauerei","Tyskland","4.80%",2016,"Övrigt sortiment"
"Big Chouffe",169,1500,"Öl","Ale belgisk stil","Belgisk ljus ale",112.67,"Duvel Moortgat","Belgien","8.00%",2016,"Övrigt sortiment"
"Flensburger - Winterbock",23.7,330,"Öl","Ljus lager","Ljus bocköl",71.82,"Flensburger Brauerei","Tyskland","7.00%",2016,"Övrigt sortiment"
"Flensburger - Frühlingsbock",23.7,330,"Öl","Ljus lager","Ljus bocköl",71.82,"Flensburger Brauerei","Tyskland","6.90%",2016,"Övrigt sortiment"
"Flensburger - Gold",20.3,330,"Öl","Ljus lager","Pilsner - tysk stil",61.52,"Flensburger Brauerei","Tyskland","4.80%",2016,"Övrigt sortiment"
"Flensburger - Weizen",21.7,330,"Öl","Veteöl","Hefeweizen",65.76,"Flensburger Brauerei","Tyskland","5.10%",2016,"Övrigt sortiment"
"Flensburger - Dunkel",20.3,330,"Öl","Mörk lager","Dunkel",61.52,"Flensburger Brauerei","Tyskland","4.80%",2016,"Övrigt sortiment"
"Bryggverket Dubbelpipa",39.9,330,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",120.91,"Bryggverket","Sverige","9.50%",2016,"Lokalt och småskaligt"
"Sierra Nevada - Nooner Pils",24.9,355,"Öl","Ljus lager","Pilsner - tysk stil",70.14,"Sierra Nevada Brewing","USA","5.20%",2016,"Övrigt sortiment"
"Sierra Nevada - Hop Hunter IPA",25.9,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",72.96,"Sierra Nevada Brewing","USA","6.20%",2016,"Övrigt sortiment"
"Brygghus 19 - Innovation Glutenfri",29.9,330,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",90.61,"Brygghus 19","Sverige","8.00%",2016,"Lokalt och småskaligt"
"Bergslagens Cuprum - Pale Ale",23.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",72.42,"Bergslagens brygghus","Sverige","5.90%",2016,"Lokalt och småskaligt"
"Feldschlößchen Pilsner",11.9,330,"Öl","Ljus lager","Pilsner - tysk stil",36.06,"Feldschlößchen AG","Tyskland","4.90%",2016,"Övrigt sortiment"
"Commerzienrat Riegele Privat",15.4,330,"Öl","Ljus lager","Dortmunder och helles",46.67,"Brauhaus Riegele","Tyskland","5.20%",2016,"Ordinarie sortiment"
"Beerbliotek Eternal Darkness - Imperial Stout",39.8,330,"Öl","Porter och stout","Imperial porter och stout",120.61,"Beerbliotek AB","Sverige","11.00%",2016,"Lokalt och småskaligt"
"Flensburger Gold - Party keg",228.2,5000,"Öl","Ljus lager","Pilsner - tysk stil",45.64,"Flensburger Brauerei","Tyskland","4.80%",2016,"Övrigt sortiment"
"Flensburger Pilsener - Party keg",228.2,5000,"Öl","Ljus lager","Pilsner - tysk stil",45.64,"Flensburger Brauerei","Tyskland","4.80%",2016,"Övrigt sortiment"
"Flensburger Dunkel - Party keg",228.2,5000,"Öl","Mörk lager","Dunkel",45.64,"Flensburger Brauerei","Tyskland","4.80%",2016,"Övrigt sortiment"
"Flensburger Weizen - Party keg",227.7,5000,"Öl","Veteöl","Hefeweizen",45.54,"Flensburger Brauerei","Tyskland","5.10%",2016,"Övrigt sortiment"
"BRLO - Craft Helles",24.6,330,"Öl","Ljus lager","Dortmunder och helles",74.55,"Braukunst Berlin Gmbh","Tyskland","5.00%",2016,"Övrigt sortiment"
"BRLO - Craft Pale Ale",28.2,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",85.46,"Braukunst Berlin Gmbh","Tyskland","6.00%",2016,"Övrigt sortiment"
"BRLO - Craft Porter",31.8,330,"Öl","Porter och stout","Imperial porter och stout",96.36,"Braukunst Berlin Gmbh","Tyskland","7.00%",2016,"Övrigt sortiment"
"BRLO - Craft Weisse",28.4,330,"Öl","Syrlig öl","Berliner weisse",86.06,"Braukunst Berlin Gmbh","Tyskland","4.00%",2016,"Övrigt sortiment"
"Little Creatures - Indian Pale Ale",42.4,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",128.49,"Little Creatures","Australien","6.40%",2016,"Övrigt sortiment"
"Monastic",31.9,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",89.86,"Clown Shoes","USA","7.00%",2016,"Ordinarie sortiment"
"Heineken",13.9,330,"Öl","Ljus lager","Internationell stil",42.12,"Spendrups","Nederländerna","5.00%",2016,"Ordinarie sortiment"
"To Øl - Berliner Vice",21.9,330,"Öl","Syrlig öl","Berliner weisse",66.36,"To Øl","Belgien","3.80%",2016,"Ordinarie sortiment"
"Nya Carnegiebryggeriet - Luma Lager",19.9,330,"Öl","Ljus lager","Modern stil",60.3,"Nya Carnegiebryggeriet","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Värmdö Bryggeri - Svartsö Stout",28.3,330,"Öl","Porter och stout","Torr porter och stout",85.76,"Värmdö Bryggeri","Sverige","6.80%",2016,"Lokalt och småskaligt"
"Nääs DIPA",31.9,330,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",96.67,"Nääs Gårdsbryggeri AB","Sverige","8.00%",2016,"Lokalt och småskaligt"
"Nääs APA",25.6,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",77.58,"Nääs Gårdsbryggeri AB","Sverige","5.80%",2016,"Lokalt och småskaligt"
"NollFyraSex - P.ALE",27.7,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",83.94,"NollFyraSex","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Halmstad Brygghus - Söderkajs IPA",24.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",75.46,"Halmstad Brygghus","Sverige","6.50%",2016,"Lokalt och småskaligt"
"Värmdö Bryggeri - Grönskärs Lager",28.8,500,"Öl","Ljus lager","Pilsner - tjeckisk stil",57.6,"Värmdö Bryggeri","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Ysta Mörk",27,500,"Öl","Mörk lager","Dunkel",54,"ÖsterlenBryggarna","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Brösarps Backabrygd",26.9,500,"Öl","Ljus lager","Modern stil",53.8,"ÖsterlenBryggarna","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Freja Chocolate Stout",33.9,330,"Öl","Porter och stout","Imperial porter och stout",102.73,"Walhöll Brygghus","Sverige","7.30%",2016,"Lokalt och småskaligt"
"Ragnarök Rökporter",31.1,330,"Öl","Porter och stout","Torr porter och stout",94.24,"Walhöll Brygghus","Sverige","6.30%",2016,"Lokalt och småskaligt"
"Urds Brunn - Craft Ale",61.2,750,"Öl","Ale brittisk-amerikansk stil","Amber ale",81.6,"Walhöll Brygghus","Sverige","5.80%",2016,"Lokalt och småskaligt"
"Sälen - Session IPA",26.9,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",81.52,"Sälens Fjällbryggeri","Sverige","4.50%",2016,"Lokalt och småskaligt"
"Hönöbryggeriet - India Pale Ale",29,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",87.88,"Hönöbryggeriet","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Råå - Lager",20.7,330,"Öl","Ljus lager","Internationell stil",62.73,"Råå Bryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Råå - Pale Ale",20.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",62.73,"Råå Bryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Södra One Love IPA - Ekologisk",24.8,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",75.15,"Södra Maltfabriken Brewery","Sverige","6.00%",2016,"Lokalt och småskaligt"
"O/O Evergreen",35,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",106.06,"O/O Brewing","Sverige","6.00%",2016,"Lokalt och småskaligt"
"O/O EKTA Pils",25,330,"Öl","Ljus lager","Pilsner - tysk stil",75.76,"O/O Brewing","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Western Pacific - IPA",27.8,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",84.24,"Southside Brewing Company","Sverige","7.00%",2016,"Lokalt och småskaligt"
"Litovel Classic",9.9,330,"Öl","Ljus lager","Pilsner - tjeckisk stil",30,"Pivovar Litovel a.s.","Tjeckien","4.00%",2016,"Ordinarie sortiment"
"The Pawns Pilsener - Non-Gluten",19.9,330,"Öl","Ljus lager","Modern stil",60.3,"Coppersmith's AB","Sverige","5.20%",2016,"Ordinarie sortiment"
"Tuatara APA - Aotearoa Pale Ale",27.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",84.55,"Tuatara Brewery","Nya Zeeland","5.80%",2016,"Ordinarie sortiment"
"Sigtuna Jumbo DIPA",25.9,330,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",78.49,"Sigtuna Brygghus","Sverige","8.00%",2016,"Ordinarie sortiment"
"Charlis Ipanema - American Pale Ale",25.8,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",78.18,"Charlis Brygghus","Sverige","5.90%",2016,"Lokalt och småskaligt"
"Charlis GAPA",23.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",72.42,"Charlis Brygghus","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Charlis kristiansta",23.7,330,"Öl","Ljus lager","Pilsner - tjeckisk stil",71.82,"Charlis Brygghus","Sverige","5.40%",2016,"Lokalt och småskaligt"
"Charlis LS - Lasse Stefanz",24.6,330,"Öl","Ljus lager","Pilsner - tjeckisk stil",74.55,"Charlis Brygghus","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Mariestads Old Ox",18.9,500,"Öl","Ljus lager","Ljus bocköl",37.8,"Spendrups","Sverige","6.90%",1996,"Ordinarie sortiment"
"Villacher Märzen",17.9,330,"Öl","Mellanmörk lager","Märzen och wienerstil",54.24,"Vereinigte Kärntner Brauereien","Österrike","5.00%",2016,"Övrigt sortiment"
"Kopparberg Fruit Lager - Lemon & Lime",17.9,330,"Öl","Annan öl","",54.24,"Kopparbergs Bryggeri","Sverige","5.00%",2016,"Övrigt sortiment"
"Kvastflygaren Påsköl",27.9,330,"Öl","Ale oklassificerat","",84.55,"Migranten","Danmark","4.70%",2016,"Lokalt och småskaligt"
"Opat - Choklad",27.7,500,"Öl","Annan öl","",55.4,"Pivovar Broumov","Tjeckien","5.30%",2016,"Övrigt sortiment"
"Opat - Kaffe",27.7,500,"Öl","Annan öl","",55.4,"Pivovar Broumov","Tjeckien","5.30%",2016,"Övrigt sortiment"
"Urval Tjeckisk Öl Mixpack",300,5000,"Öl","Annan öl","Öl av flera typer/stilar",60,"Flera producenter","Tjeckien","4.80%",2016,"Övrigt sortiment"
"Birra Poretti 4",15.9,330,"Öl","Ljus lager","Modern stil",48.18,"Carlsberg Italia S.P.A.","Italien","5.50%",2016,"Övrigt sortiment"
"Coppersmith's - Saison Ekologisk",21.9,330,"Öl","Ale belgisk stil","Saison",66.36,"Coppersmith's AB","Sverige","5.20%",2016,"Ordinarie sortiment"
"Mikkeller - Hva Såå!?",27.8,330,"Öl","Ale belgisk stil","Belgisk ljus ale",84.24,"Mikkeller","Belgien","6.80%",2016,"Övrigt sortiment"
"Birra Morena Classica",15.9,330,"Öl","Ljus lager","Internationell stil",48.18,"Drive Beer","Italien","4.60%",2016,"Övrigt sortiment"
"Eskilstuna 4verkeri Mixlåda",660,7920,"Öl","Annan öl","Öl av flera typer/stilar",83.33,"Eskilstuna Ölkultur","Sverige","6.70%",2016,"Övrigt sortiment"
"Lone Star Lager",15.9,355,"Öl","Ljus lager","Modern stil",44.79,"Pabst Brewing Company","USA","4.60%",2016,"Övrigt sortiment"
"Flying Dog - Gonzo Imperial Porter",39.8,355,"Öl","Porter och stout","Imperial porter och stout",112.11,"Flying Dog Brewery","USA","9.20%",2016,"Övrigt sortiment"
"Valmiermuiza - Dark",30.1,500,"Öl","Mörk lager","Dunkel",60.2,"Valmiermuiza","Lettland","5.80%",2016,"Övrigt sortiment"
"Lion Strong",34.8,330,"Öl","Ljus lager","Starkare lager",105.46,"The Lion Brewery Ceylon","Sri Lanka","8.80%",2016,"Övrigt sortiment"
"Lion Irish Dark",65.4,625,"Öl","Ale brittisk-amerikansk stil","Irländsk ale",104.64,"The Lion Brewery Ceylon","Sri Lanka","7.50%",2016,"Övrigt sortiment"
"Pripps Grön - Ekologisk",10.1,330,"Öl","Ljus lager","Modern stil",30.61,"Carlsberg Sverige AB","Sverige","4.80%",2016,"Övrigt sortiment"
"Blue Moon - Belgian White",39.5,355,"Öl","Veteöl","Witbier",111.27,"Blue Moon Brewing Company","Storbritannien","5.40%",2016,"Övrigt sortiment"
"Taybeh Beer - Dark",41.3,330,"Öl","Mörk lager","",125.15,"Taybeh","Palestina","6.00%",2016,"Övrigt sortiment"
"Taybeh Beer - Amber",40.9,330,"Öl","Ale tysk stil","Altbier",123.94,"Taybeh","Palestina","5.50%",2016,"Övrigt sortiment"
"Taybeh Beer - White",39.5,330,"Öl","Veteöl","Witbier",119.7,"Taybeh","Palestina","3.80%",2016,"Övrigt sortiment"
"Pfungstädter Justus - Weizen Hefe Dunkel",22.8,500,"Öl","Veteöl","Dunkelweizen",45.6,"Pfungstädter Brauerei","Tyskland","5.30%",2016,"Övrigt sortiment"
"Pfungstädter - Hell",21.1,500,"Öl","Ljus lager","Dortmunder och helles",42.2,"Pfungstädter Brauerei","Tyskland","4.90%",2016,"Övrigt sortiment"
"Modern Times Mixpack",207,2838,"Öl","Annan öl","Öl av flera typer/stilar",72.94,"Modern Times Beer","USA","5.80%",2016,"Övrigt sortiment"
"Ballast Point - Even Keel Session India Pale Ale",24,355,"Öl","Ale brittisk-amerikansk stil","Session IPA",67.61,"Ballast Point Brewing","USA","3.80%",2016,"Övrigt sortiment"
"Speakeasy - Suds Session Ale",29.9,355,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",84.23,"Speakeasy Ales & Lagers","USA","4.70%",2016,"Övrigt sortiment"
"Modern Times - Fortunate Islands Hoppy Wheat",32.9,473,"Öl","Veteöl","Hopfenweizen",69.56,"Modern Times Beer","USA","5.00%",2016,"Övrigt sortiment"
"Modern Times - Blazing World Hoppy Amber",34.9,473,"Öl","Ale brittisk-amerikansk stil","Amber ale",73.78,"Modern Times Beer","USA","6.80%",2016,"Övrigt sortiment"
"BrewDog Vagabond - Pale Ale Gluten Free Beer",22.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",69.39,"BrewDog","Storbritannien","4.50%",2016,"Övrigt sortiment"
"Tropical - India Pale Ale",29.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",90.61,"Bearded Rabbit Brewery","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Modern Times - Lomaland Saison",33.9,473,"Öl","Ale belgisk stil","Saison",71.67,"Modern Times Beer","USA","5.50%",2016,"Övrigt sortiment"
"Deus Brut Des Flandres",185,750,"Öl","Ale belgisk stil","",246.67,"Brouwerij Bosteels","Belgien","11.50%",2016,"Övrigt sortiment"
"Schlitz",18.9,355,"Öl","Ljus lager","Internationell stil",53.24,"Schlitz","USA","4.80%",2016,"Övrigt sortiment"
"Mohawk vs Mandarina - Single Hop Pale Ale",27.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",83.94,"Mohawk Brewing Company","Belgien","5.50%",2016,"Övrigt sortiment"
"Hefenator - Weizenbock",29.9,330,"Öl","Veteöl","Weizenbock",90.61,"Bearded Rabbit Brewery","Sverige","7.00%",2016,"Övrigt sortiment"
"Råå Halfway to Bombay",24.7,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",74.85,"Råå Bryggeri","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Rocket First Contact Farmhouse Ale",39.9,330,"Öl","Ale belgisk stil","Saison",120.91,"Rocket Brewing Company","Danmark","6.30%",2016,"Lokalt och småskaligt"
"CB's Session IPA - India Pale Ale",25.7,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",77.88,"Aktiebolaget Centralbryggeriet i Linköping","Sverige","4.70%",2016,"Lokalt och småskaligt"
"Sibbarps Husbryggeri Citra - India Pale Ale",28.2,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",85.46,"Sibbarps Husbryggeri","Sverige","5.90%",2016,"Lokalt och småskaligt"
"Ella - Brown Ale",27.5,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",83.33,"Roslags Näsby Bryggeri","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Fjäderholmarnas Short Sail",23.9,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",72.42,"Fjäderholmarnas Bryggeri","Sverige","4.50%",2016,"Lokalt och småskaligt"
"Aviator Ale",19.6,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",59.39,"Flying Brewery","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Sibbarps Husbryggeri Rye - India Pale Ale",28.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",86.97,"Sibbarps Husbryggeri","Sverige","6.90%",2016,"Lokalt och småskaligt"
"Rocket Fuel Ale",26.6,330,"Öl","Ale tysk stil","",80.61,"Flying Brewery","Sverige","7.00%",2016,"Lokalt och småskaligt"
"MJ's SIPA - Svart India Pale Ale",26.7,330,"Öl","Ale brittisk-amerikansk stil","Black IPA",80.91,"MJ's Bryggeri","Sverige","5.80%",2016,"Lokalt och småskaligt"
"Hellas APA",27.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",84.55,"Nacka Bryggeri","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Falonia Ljus - Ale",29.5,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",89.39,"Bryggeriaktiebolaget Nya Victoria","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Drydecker Lager",19.6,330,"Öl","Ljus lager","Internationell stil",59.39,"Flying Brewery","Sverige","4.80%",2016,"Lokalt och småskaligt"
"Classic Märzen",20.8,330,"Öl","Mellanmörk lager","Märzen och wienerstil",63.03,"Flying Brewery","Sverige","5.60%",2016,"Lokalt och småskaligt"
"Saltsjö Lager",24.9,330,"Öl","Ljus lager","Internationell stil",75.46,"Nacka Bryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Södra Pale Ale - Ekologisk",19.8,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",60,"Södra Maltfabriken Brewery","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Charlis Älvdans - Lätt Pale Ale",23.6,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",71.52,"Charlis Brygghus","Sverige","4.90%",2016,"Lokalt och småskaligt"
"Jämtlands Fenix - Bitter Ale",19.5,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",59.09,"Jämtlands Bryggeri AB","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Jämtlands Golden Ale",19.5,330,"Öl","Ale brittisk-amerikansk stil","Golden/Blond ale",59.09,"Jämtlands Bryggeri AB","Sverige","4.90%",2016,"Lokalt och småskaligt"
"Jämtlands Postiljon - Strong Pale Ale",20.9,330,"Öl","Ale brittisk-amerikansk stil","Strong ale",63.33,"Jämtlands Bryggeri AB","Sverige","5.80%",2016,"Lokalt och småskaligt"
"Jämtlands Hell - Ljus lager",19.9,330,"Öl","Ljus lager","Modern stil",60.3,"Jämtlands Bryggeri AB","Sverige","5.10%",2016,"Lokalt och småskaligt"
"Jämtlands President - Ljus Lager",19.5,330,"Öl","Ljus lager","Pilsner - tysk stil",59.09,"Jämtlands Bryggeri AB","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Nya Tidens IPA",39.5,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",119.7,"Pite Bryggeri AB","Sverige","6.90%",2016,"Lokalt och småskaligt"
"Jämtlands Steamer - Halvljus Lager",19.9,330,"Öl","Mellanmörk lager","California common",60.3,"Jämtlands Bryggeri AB","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Tällbergs IPA",32.8,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",99.39,"The Beer Factory Leksand","Sverige","5.90%",2016,"Lokalt och småskaligt"
"Vega Best Coast IPA",27.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",83.94,"Vega Bryggeri","Sverige","6.30%",2016,"Lokalt och småskaligt"
"Poppels - Mörk Lager",21.9,330,"Öl","Mörk lager","Dunkel",66.36,"Poppels Bryggeri","Sverige","5.40%",2016,"Övrigt sortiment"
"Ryentorps - APA",23.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",71.82,"Ryentorps Bryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
